Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,ROMol,ROMol_H,ECFP6,MACCS,Fp2D,Fp3D
CHEMBL282357,,None,867.86,2,3.41,7d,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](OC(=O)C3CC3)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C(F)(F)F)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,IC50,'=',0.4,nM,9.4,,,UO_0000065,,,,,0,CHEMBL884106,Cytotoxicity was evaluated against A121 ovarian carcinoma human cancer cell line,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1130555,1,Scientific Literature,Bioorg Med Chem Lett,1997,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9585b60>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb95938b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
CHEMBL339531,,None,827.92,2,3.42,SB-T-1212,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@H](C=C(C)C)NC(=O)OC(C)(C)C)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,IC50,'=',0.46,nM,9.34,,,UO_0000065,,,,,0,CHEMBL625298,Concentration required to inhibit growth of human tumor A121 (ovarian) cell line.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1129422,1,Scientific Literature,J Med Chem,1996,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9585bd0>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9593920>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
CHEMBL428647,PACLITAXEL,4,853.92,2,3.74,Paclitaxel,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,IC50,'=',6.1,nM,8.21,,,UO_0000065,,,,,0,CHEMBL625297,Growth inhibition of human ovarian carcinoma (A121) cell line,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1130282,1,Scientific Literature,J Med Chem,1997,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9585c40>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9593990>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
CHEMBL31177,,None,849.88,2,3.41,5a,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)[C@@H]4OC(=O)O[C@]4([C@@H](OC(=O)c4ccccc4)C12)C3(C)C,IC50,'=',6.2,nM,8.21,,,UO_0000065,,,,,0,CHEMBL625962,In vitro cytotoxicity against human ovarian carcinoma A21,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1127505,1,Scientific Literature,J Med Chem,1994,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9585cb0>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9593a00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
CHEMBL3545252,DOCETAXEL,4,861.94,2,3.26,Docetaxal,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,IC50,'=',1.2,nM,8.92,,,UO_0000065,,,,,0,CHEMBL884106,Cytotoxicity was evaluated against A121 ovarian carcinoma human cancer cell line,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1130555,1,Scientific Literature,Bioorg Med Chem Lett,1997,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9585d20>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9593a70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
CHEMBL328442,,None,825.86,2,3.54,SB-T-1012,CC(=O)O[C@@]12COC1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)[C@@H]4OC(=O)O[C@]4([C@@H](Oc4ccccc4)C21)C3(C)C,IC50,'=',105.0,nM,6.98,,,UO_0000065,,,,,0,CHEMBL625297,Growth inhibition of human ovarian carcinoma (A121) cell line,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1130282,1,Scientific Literature,J Med Chem,1997,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9585d90>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9593ae0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
CHEMBL317785,,None,827.88,2,3.41,18b,C/C=C\[C@H](NC(=O)OC(C)(C)C)[C@@H](O)C(=O)O[C@@H]1C(C)=C2[C@@H](OC(C)=O)C(=O)[C@@]3(C)C([C@H](Oc4ccccc4)[C@@]4(OC(=O)O[C@@H]14)C2(C)C)[C@]1(OC(C)=O)COC1C[C@@H]3O,IC50,'=',2.4,nM,8.62,,,UO_0000065,,,,,0,CHEMBL625297,Growth inhibition of human ovarian carcinoma (A121) cell line,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1130282,1,Scientific Literature,J Med Chem,1997,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9585e00>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9593b50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
CHEMBL3545252,DOCETAXEL,4,861.94,2,3.26,Docetaxel,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,IC50,'=',1.2,nM,8.92,,,UO_0000065,,,,,0,CHEMBL624717,Inhibition of the growth against human Ovarian Carcinoma (A121) cell line after 72 hr exposure,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1130283,1,Scientific Literature,J Med Chem,1997,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9585e70>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9593bc0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
CHEMBL608951,,None,280.29,0,-1.75,4,CNC[C@H]1OC(n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,0,CHEMBL697105,In vitro Antineoplastic Activity against Human ovarian carcinoma A121 Cell lines,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1135645,1,Scientific Literature,J Med Chem,2002,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9585ee0>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9593c30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
CHEMBL428647,PACLITAXEL,4,853.92,2,3.74,paclitaxel,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,IC50,'=',6.1,nM,8.21,,,UO_0000065,,,,,0,CHEMBL625962,In vitro cytotoxicity against human ovarian carcinoma A21,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1127505,1,Scientific Literature,J Med Chem,1994,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9585f50>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9593ca0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
CHEMBL346628,,None,351.41,0,-1.28,14,CN(C/C=C\CN)CC(CO)OC(CO)n1cnc2c(N)ncnc21,IC50,'=',41000.0,nM,4.39,,,UO_0000065,,,,,0,CHEMBL697104,In vitro Anti Neoplastic Activity against Human ovarian carcinoma A121 Cell lines,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1135645,1,Scientific Literature,J Med Chem,2002,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9585fc0>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9593d10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
CHEMBL150227,,None,306.37,0,-0.59,36,CN(C/C=C\CN)CCOCn1cnc2c(N)nc(N)nc21,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,0,CHEMBL697106,In vitro anti Neoplastic Activity against Human ovarian carcinoma A121 Cell lines,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1135645,1,Scientific Literature,J Med Chem,2002,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9586030>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9593d80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
CHEMBL319203,,None,853.87,2,3.8,16b,CC(=O)O[C@H]1C(=O)[C@@]2(C)C([C@H](Oc3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccco3)C(C)=C1C4(C)C)[C@]1(OC(C)=O)COC1C[C@@H]2O,IC50,'=',0.4,nM,9.4,,,UO_0000065,,,,,0,CHEMBL625297,Growth inhibition of human ovarian carcinoma (A121) cell line,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1130282,1,Scientific Literature,J Med Chem,1997,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb95860a0>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9593df0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
CHEMBL313351,,None,813.89,2,3.03,SB-T-1302,C/C=C/[C@H](NC(=O)OC(C)(C)C)[C@@H](O)C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)C3[C@](C)(C(=O)[C@H](OC(C)=O)C(=C1C)C2(C)C)[C@@H](O)C[C@H]1OC[C@@]31OC(C)=O,IC50,'=',0.9,nM,9.05,,,UO_0000065,,,,,0,CHEMBL625960,Cytotoxicity against human A121 ovarian cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1151062,1,Scientific Literature,Bioorg Med Chem Lett,1994,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9586110>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9593e60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
CHEMBL315858,,None,829.94,2,3.5,SB-T-1102,CC(=O)O[C@H]1C(=O)[C@@]2(C)C([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,IC50,'=',3.8,nM,8.42,,,UO_0000065,,,,,0,CHEMBL625960,Cytotoxicity against human A121 ovarian cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1151062,1,Scientific Literature,Bioorg Med Chem Lett,1994,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9586180>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9593ed0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
CHEMBL126678,,None,841.95,2,3.81,4a SB-T-1213,CCC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@H](C=C(C)C)NC(=O)OC(C)(C)C)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,IC50,'=',0.12,nM,9.92,,,UO_0000065,,,,,0,CHEMBL625298,Concentration required to inhibit growth of human tumor A121 (ovarian) cell line.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1129422,1,Scientific Literature,J Med Chem,1996,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb95861f0>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9593f40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
CHEMBL95487,,None,855.97,2,4.1,7,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)C2CCCCC2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,IC50,'=',4.8,nM,8.32,,,UO_0000065,,,,,0,CHEMBL624717,Inhibition of the growth against human Ovarian Carcinoma (A121) cell line after 72 hr exposure,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1130283,1,Scientific Literature,J Med Chem,1997,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9586260>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9594040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
CHEMBL321727,,None,811.83,2,3.23,16a,CC(=O)O[C@@]12COC1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccco4)[C@@H]4OC(=O)O[C@]4([C@@H](Oc4ccccc4)C21)C3(C)C,IC50,'=',0.4,nM,9.4,,,UO_0000065,,,,,0,CHEMBL625297,Growth inhibition of human ovarian carcinoma (A121) cell line,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1130282,1,Scientific Literature,J Med Chem,1997,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb95862d0>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb95940b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
CHEMBL92518,,None,868.97,2,4.11,21e,CCCCCC(=O)N[C@@H](C=C(C)C)[C@@H](O)C(=O)O[C@@H]1C(C)=C2[C@@H](OC(=O)N(C)C)C(=O)[C@@]3(C)C([C@H](Oc4ccccc4)[C@@]4(OC(=O)O[C@@H]14)C2(C)C)[C@]1(OC(C)=O)COC1C[C@@H]3O,IC50,'=',4.8,nM,8.32,,,UO_0000065,,,,,0,CHEMBL625297,Growth inhibition of human ovarian carcinoma (A121) cell line,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1130282,1,Scientific Literature,J Med Chem,1997,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9586340>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9594120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
CHEMBL283021,,None,857.83,2,3.24,7e,COC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C(F)(F)F)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,IC50,'=',0.3,nM,9.52,,,UO_0000065,,,,,0,CHEMBL884106,Cytotoxicity was evaluated against A121 ovarian carcinoma human cancer cell line,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1130555,1,Scientific Literature,Bioorg Med Chem Lett,1997,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb95863b0>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9594190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
CHEMBL419616,,None,913.07,2,5.0,5s,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](OC(=O)NC3CCCCC3)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,IC50,'=',5.0,nM,8.3,,,UO_0000065,,,,,0,CHEMBL625298,Concentration required to inhibit growth of human tumor A121 (ovarian) cell line.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1129422,1,Scientific Literature,J Med Chem,1996,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9586420>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9594200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
CHEMBL3545252,DOCETAXEL,4,861.94,2,3.26,Docetaxel,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,IC50,'=',1.2,nM,8.92,,,UO_0000065,,,,,0,CHEMBL625961,Cytotoxicity was evaluated in vitro against A121 (ovarian carcinoma) human tumor cell lines,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1127920,1,Scientific Literature,Bioorg Med Chem Lett,1994,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9586490>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9594270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
CHEMBL93075,,None,819.9,2,3.81,20a,CCCCCC(=O)N[C@@H](c1ccccc1)[C@@H](O)C(=O)O[C@@H]1C(C)=C2[C@@H](O)C(=O)[C@@]3(C)C([C@H](Oc4ccccc4)[C@@]4(OC(=O)O[C@@H]14)C2(C)C)[C@]1(OC(C)=O)COC1C[C@@H]3O,IC50,'=',330.0,nM,6.48,,,UO_0000065,,,,,0,CHEMBL625297,Growth inhibition of human ovarian carcinoma (A121) cell line,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A121,None,,,,CHEMBL613106,A121,Homo sapiens,CELL-LINE,CHEMBL1130282,1,Scientific Literature,J Med Chem,1997,CHEMBL3308020,,,,<rdkit.Chem.rdchem.Mol object at 0x7b9eb9586500>,<rdkit.Chem.rdchem.Mol object at 0x7b9eb95942e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9595380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7b9eb9d08cf0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9f058911c0>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7b9eb957c810>
